review,content_related,author,quality_and_appearance,manufacture_and_distribution,packaging_and_delivery,price_and_preference,customer_service,overall_experience
Vì là của nên giao hàng rất là nhanh luôn Giấy cũng đẹp nữa chữ in rõ_ràng Đây là quyển sách mình được đề_xuất rất nhiều vì nó hay và mang nhiều ý_nghĩa Hơn_nữa mình cũng đang là sinh_viên sư_phạm nên cũng khá quan_tâm đến những vấn_đề như thế_này Hi_vọng mình sẽ có trải_nghiệm đọc sách vui_vẻ và học được cái gì đó,0,0,1,0,1,0,0,0
đóng_gói quá tệ thật_sự Đối_với 1 đứa yêu_sách như mình thì nhìn sách bị lỗi cực_kì khí chịu Lần đầu mình thấy cách gói đơn sách như_vậy luôn á Chỉ 1 lớp ni lông mỏng_dính xong bỏ vào hộp rồi quăng thêm 3 miếng ni lông không biết có tác_dụng gì Hãy xem_lại cách gói hàng của mình và gói hàng 1 cách có tâm với ạ Bực_mình thật_sự đấy,0,0,0,0,2,0,0,0
Gói đúng ẩu không bọc chống sốc để trần_trụi xong bỏ hộp muốn nát luôn cuốn cây cam luôn rồi muốn mua sách mới phẳng_phiu mà mở ra coi như truyện cũ muốn rớt nước_mắt luôn á trời,0,0,0,0,2,0,0,0
Bình_thường sách mình vẫn hay ra nhà_sách mua hơn để có_thể lựa sách trong tình_trạng tốt nhất nhưng do dịch nên đây là lần đầu_tiên mình mua sách tại và mình cảm_thấy khá thất_vọng cho lần trải_nghiệm này Đóng_gói không chắc_chắn thùng bị bóp_méo dẫn đến sách bên trong cũng bị nhăn Mình thật_sự cảm_thấy rất buồn và không hài_lòng khi nhìn sách bị tình_trạng như_vậy mua 5 cuốn thì đã bị hết 4 cuốn rồi điều này làm ảnh_hưởng khá nhiều đến trải_nghiệm mua_sắm lần đầu_tiên tại đây đặc_biệt là với những người yêu sách như mình Mong có_thể tìm phương_án tốt hơn trong việc bảo_quản sản_phẩm trong quá_trình vận_chuyển để có_thể giao đến tay người nhận trong tình_trạng nguyên_vẹn,0,0,0,0,2,0,0,2
Thời_gian giao hàng nhanh nhưng mình bóc hộp cạc tông đóng hàng ra thì_có đúng trơ_trọi một quyển sách không bọc ni lông không chống sốc gì Bìa sách thì gãy gập vài chỗ Cảm_giác như giao cho mình sách cũ vậy Rõ_ràng mình xem phản_hồi mọi người mua cuốn này cũng có niêm_phong và mình mua những lần trước cũng được bọc niêm_phong rất đàng_hoàng,0,0,1,0,2,0,0,0
Lần này phải gửi đánh_giá vì thất_vọng với chất_lượng của Mình luôn đăng_ký gói nhưng lần này giao hàng không hề có đồ chặn trong hộp giấy gửi hàng tới thì bị bóp_méo hộp rất nhiều Vì dịch nên mình đã cho_qua_chuyện giao hàng trễ nhưng chất_lượng đóng_gói thì lại thế_này Đã bỏ tiền để bọc sách rồi nhưng nhìn chất_lượng quyển sách không_thể chấp_nhận được Mong giải_quyết vấn_đề này,0,0,0,0,3,0,0,2
không bàn về nội_dung vì mình chưa đọc Nhưng về cách đóng_gói sản_phẩm của thì mình xin cạn_lời vận_chuyển đường dài nhưng không hề có 1 miếng chống sốc nào cạnh sách bị dập như này nhìn xem có xót không không biết đây là sở_thích đóng_gói của như thế_này hay do mình xui làm_ơn thay_đổi cách đóng_gói dùm ạ cảm_ơn,3,0,0,0,2,0,0,0
Mình luôn đánh_giá cao về tốc_độ giao hàng của nhưng_mà tốc_độ giao hàng nhanh lại đi kèm với đóng hàng cẩu_thả thì thôi không cần đâu nhá Gói hàng của mình có 8 quyển sách 2 đồ khuyến_mại được ném tiện vào trong 1 cái hộp không có bọc chống sốc Hộp hàng giao tới tay mình thì bị thủng 1 lỗ to không biết là do quá_trình vận_chuyển bị va_đập hay có người cố_tình cạy ra đơn giá_trị cao lại được thanh_toán trước rồi nên muốn tráo hàng hay gì 1 trong 2 món hàng khuyến_mại thì không thấy đâu không biết là do bị rơi từ cái lỗ kia hay_là đóng thiếu hàng nữa Tóm_lại là lần đặt_hàng này tại khiến mình rất thất_vọng,0,0,0,0,2,0,0,2
lần này làm_việc rất tắc_trách Mình đặt sách từ tháng 8 mà mãi đến tháng 11 mới giao rất nhiều lần mình nhắn bên hỗ_trợ khách_hàng để hỏi về tình_hình sản_phẩm song chỉ nhận được xin_lỗi và hướng_dẫn huỷ đơn hàng Nhưng đơn hàng đang trong tình_trạng đang vận_chuyển thì làm_sao mà huỷ đơn được Vì_vậy mình mới phải đợi đơn hàng giao đến rồi mình mới có_thể hoàn_trả Nhưng lại một lần nữa bắt khách_hàng đợi tầm 1 tuần cho các thủ_tục lấy hàng đợi hàng về kho kiểm_tra chất_lượng sản_phẩm Mình đặt sách mình trả tiền đàng_hoàng bỏ thời_gian ra đợi để phục_vụ cho công_việc riêng của mình mà làm như thế_này là không được mình chấp_nhận mất 3 để trả lại sách vì mình đã phải lên mạng tìm sách điện_tử để tải vậy_mà khi nhắn với bên hỗ_trợ khách_hàng mình chỉ nhận lại được lời rất tiếc vì mình gặp hoàn_cảnh này mong anh_chị thông_cảm Vậy cho mình hỏi ai sẽ thông_cảm cho trường_hợp của mình Lần đầu mình có trải_nghiệm tệ như_vậy với,0,0,0,0,2,0,2,0
Chủ_yếu mua vì sách được bọc màng co để tặng Lần này tưởng sách được bọc nên mình mua 2 cuốn nhưng cuối_cùng cả 2 cuốn đều không được bọc màng co,0,0,0,0,2,0,0,0
Mình không nói đến nội_dung Chất_lượng sách Nhưng gói hàng khi mình nhận được thì rách hết 2 phần góc hộp sách bên trong bị rách gáy sách giống bị ẩm_ướt Mong gói hàng cẩn_thận hơn,3,0,0,0,2,0,0,0
Sách còn mới tuy_nhiên góc có vết và keo dán gáy sách thì như ảnh đây không biết về lâu_dài khi mở sách đọc thì có vấn_đề gì không Gói hàng rất cẩn_thận nhưng giao hàng quá lâu Mình đặt hôm 24 3 và nhanh_chóng chuyển sang trạng_thái không_thể huỷ đơn và bàn_giao cho bên vận_chuyển sau vài phút thôi dự_kiến 26 3 nhận được hàng mà tận 31 3 mình mới cầm được sách Thông_tin đặt_hàng và giao hàng mà cửa_hàng in ra gửi kèm theo hàng không khớp với thông_tin hệ_thống theo_dõi đơn Mình chờ mòn_mỏi cứ lo sách thất_lạc mất Mong sẽ không gặp phải tình_huống này nữa,0,0,3,2,2,0,0,0
Sách mới nhưng thật_sự không hài_lòng với cách đóng_gói hàng của Chỉ đơn_thuần cho sách vào hộp mà không bọc chống sốc,0,0,0,0,2,0,0,0
1 CHO DỊCH_VỤ CỦA mình luôn ưu_tiên đặt sách ở vì có gọn_gàng Nhưng lần này mình thất_vọng vì bọc sách còn thừa nhiều nhìn rất xấu ảnh 1 Sách bỏ vào hộp không được gói bọc gì hết cong và nhăn như hình_ảnh 2 Về dịch_vụ chăm_sóc khách_hàng đơn đặt 3 tuần mới nhận Biết là dịch_vụ khó_khăn như chăm_sóc khách_hàng của nói_chuyện rất kì Mình gọi điện_thoại lúc 1 tuần sau khi đặt đơn vì thấy chưa đóng_gói hàng mà nhân_viên nói là đang trên đường từ hà_nội vào hồ_chí_minh Nói_chung gọi xong không giải_quyết được gì Mình sốt_ruột nên nhắn_tin thì nhân_viên tư_vấn đang nói_chuyện dang_dở nhắn_tin mình chưa kịp vì đang bận 4 phút sau tự_ý kết_cuộc trò_chuyện vì mình không phản_hồi ảnh 3 Mình nhắn từ ngày 2 8 thì đến 5 8 mới phản_hồi vậy_mà mình chưa kịp đã tự_ý kết_thúc trò_chuyện Còn 1 đơn chị mình đặt cũng gặp vấn_đề mà chăm_sóc khách_hàng nói_chuyện rất kì Mình lười viết ra đây Hy_vọng dịch_vụ chăm_sóc khách_hàng của có tác_dụng 1 xíu chứ mình gọi mất phí mà không giải_quyết được gì chỉ thêm bực_mình,0,0,0,0,2,0,2,0
gói hàng hơi không cẩn_thận mình mua 6 cuốn hết 2 cuốn gẫy_góc 1 cuốn móp gáy sách 3 cuốn kia đỡ khổ nhỏ nên không sao hơi thất_vọng,0,0,0,0,2,0,0,0
Đây là cuốn sách tuyệt_vời Về hình_thức có_thể trong quá_trình vận_chuyển hoặc lỗi ban_đầu mà sách bị nhăn phần gáy dưới nhưng trong mức chấp_nhận được Mong giao hàng những lần sau bọc thêm lớp mút xốp hoặc lớp giấy_báo để tránh làm sách hư_hỏng nếu lỗi do quá_trình vận_chuyển,0,0,1,0,2,0,0,0
làm_ơn gói hàng kĩ giúp giùm em bọc chống sốc hiện_tại vô_cùng phổ_biến giá_thành cũng không cao một cuộn hình_như chỉ khoảng đổ lại thôi mà vẫn kiên_trì với phong_thái gói hàng kiểu một hộp một sách một đôi người ạ,0,0,0,0,2,0,0,0
Giao hàng nhanh nhưng trời mưa to suốt từ đêm qua đến sáng nay các bạn không cho mình cái bọc mà bỏ thẳng vào hộp luôn hộp ướt sách cũng ướt Quá thất_vọng với cách đóng_gói của,0,0,0,0,2,0,0,0
Mình nhận được sách sớm khá hài_lòng mở gói hàng chắc_chắn sách có lớp niêm_phong bảo_vệ đẹp bìa sách mới sáng sạch Tuy_nhiên không hiểu vì sao bên trong lại có một trang 279 bị rách mất luôn một góc khá lớn Cảm_giác thật buồn cho quyển sách mới_tinh,0,0,1,0,1,0,0,2
Tối mới xong việc có thời_gian khui hộp Mở ra thì thấy sách bị vết ố ở dưới bìa Đống gói sách trong hộp giấy quá rộng mà không chèn thêm gì để cố_định hết nên qua quá_trình vận_chuyển vị lắc và va_đập làm gáy và các góc_vuông của sách nó không được đẹp nữa Lần này giao hàng kỳ quá Tưởng có sách ngâm cứu sau thời_gian dài bận_rộn ai dè,0,0,2,0,2,0,0,0
Sách hay nhưng sách đóng cuốn bị thiếu trang từ trang 145 đến trang 192 Mong được đổi sang quyển khác vì có nhiều ý hay cần đọc,0,0,2,0,0,0,0,0
Sách hay nói về BÀI THI CUỘC_ĐỜI của mỗi người chất_liệu giấy khá đẹp giao hàng nhanh_chóng Có vài chương đọc chưa hĩu lắm độ cao_siêu nhân_viên giao hàng cần nhiệt_tình hơn chỗ mục_lục lại thiếu chương 6 không biết thiếu_sót hay ngầm ý cho người đọc Lúc giảm_giá giá rẻ đặt thì hệ_thống liền lên giá dù thời_gian giảm_giá còn hơn 1 5 giờ không thích lắm nhé bớt chuyên_nghiệp hơn và đừng giải_thích rằng hết số_lượng khuyến_mãi Tóm_lại sách hay nên đọc mọi người ạ,0,0,1,0,1,0,0,0
Mình rất thích sách này Nội_dung khá hay khi tìm_hiểu và tự khám_phá bản_thân từ đó định_hướng lại con đường tốt hơn Bìa sách ok nhưng có nhiều trang_bị trùng_lặp và bị mất không_thể đọc nội_dung nhưng trang đó Do mua từ tháng 1 và bỏ bao_bì Hơi thất_vọng không biết nhà có kiểm_tra lại không Muốn đổi lại sách in đủ và đúng số thứ_tự trang,1,0,2,0,0,0,0,1
nội_dung kiểu bói_toán 3 xu rẻ_tiền tự_nhiên đưa mấy ông vào làm giảm giá_trị của họ luôn vì nó chả có một sự nghiên_cứu nghiêm_túc hay kế_thừa nào ở đây cả Nói là nghiên_cứu nhưng không có bất_cứ một lập_luận nào cứ nói đại ra trúng thì trúng mà không trúng thì trượt mà thực_tế thì chả đúng gì tôi thử áp cho nhiều người mà chả thấy ai đúng được trên 30 tôi đã đọc khá nhiều sách về các chủ_đề nhân tướng học nhân_trắc_học có hay có dở nhưng chưa cuốn nào dở như cuốn này nhìn đội rì viu là thấy chất_lượng luôn sách giảm_giá còn tầm khoảng nhưng giá_trị chỉ đáng được cái in_ấn và bìa đẹp nhưng nội_dung thì dở_ẹc AI LỠ MUA CUỐN NÀY MÀ CHƯA ĐỌC đánh_giá NÀY THÌ LÀ ĐEN CÒN AI MÀ ĐỌC RỒI MÀ VẪN MUA THÌ LÀ NGU,2,0,1,0,0,0,0,0
Mình đặt_hàng 29 08 2021 đến 13 10 2021 mới nhận được sách Vì dịch_bệnh nên giao chậm có_thể hiểu tuy_nhiên phía đối_tác giao hàng giao hàng vận_chuyển không cẩn_thận nước ngấm vào bong cả bìa sách,0,0,0,0,2,0,0,0
hình_như đây là lần thứ 3 4 mua sách trên những lần trước sách đều không được bọc gì cả cũng chỉ bỏ vào thùng như này nhưng may mấy lần đó sách không bị rách Lần này không may_mắn nên sách đã bị rách phần gáy buồn thực_sự một cuốn sách mới chưa đọc mà đã bị rách vậy Hầu_như tất_cả những_ai thích đọc sách đều trân_trọng và bảo_vệ cuốn sách hết_mức vậy_mà nó bị rách vậy ai chẳng xót Đề_nghị xem_lại cách đóng_gói các sản_phẩm sách khởi_nghiệp bằng bán sách mà_lại đóng_gói sách một_cách không trân quý như này thì sớm sẽ bị người_yêu sách quay lưng lại,0,0,0,0,2,0,0,0
1 sao cho dịch_vụ giao hàng của không phải cho nội_dung cuốn sách giao hàng khi trời mưa to tuy đã đóng trong hộp nhưng mở ra sách đã bị ướt ở góc Thêm nữa là mình vẫn còn nhưng lại không bọc cho mình Mua sách ở mấy năm rồi_đây là lần đầu_tiên mình bị như_vậy bực thật_sự,0,0,0,0,2,0,0,0
Lối viết thì hay dễ hiểu Nhưng ngẫm lại tôi không mấy tin Ngày_tháng sinh chỉ là yếu_tố ảnh_hưởng nhỏ đến cuộc_đời mỗi người,1,0,0,0,0,0,0,0
Sách bị in lỗi và in sai trang mình đọc thấy thiếu hẳn 1 phần trong quyển sách Mua mà không nghĩ_lại in sách không cẩn_thận thế Mình nghĩ trước khi giao hàng cần kiểm_tra chất_lượng kĩ trước khi đưa tới tay khách,0,0,2,0,0,0,0,0
đọc được nhận_xét và biết sách qua của tác_giả nhưng khi mua về đọc mình thấy không quá ok vì bố_cục sắp_xếp của sách không ổn các kiến_thức là cơ_bản nếu bạn thích vẫn có_thể mua đọc nhưng nếu muốn tìm_hiểu nhiều hơn thì nên mua sách chuyên hơn 1 xíu,2,0,0,0,0,0,0,0
mình không đánh_giá về mặt nội_dung mình đánh_giá về mặt đóng_gói hàng thật_sự quá tệ không có lấy 1 lớp bóng xốp khí để bảo_vệ sách hơi nặng_lời nhưng nên cách_chức trưởng bộ_phận đóng_gói hàng,3,0,0,0,2,0,0,0
Giấy rất đẹp mục_lục của sách chung_chung thiếu tính chi_tiết để tra dò thông_tin ví_dụ của từng trường_hợp mang tính cá_nhân gia_đình chồng_con quá nhiều mà không rõ để độc_giả có_thể bỏ_qua nếu không muốn đọc ví_dụ nhiều phù_hợp với văn nói Điểm cộng là thêm những khía_cạnh mới trong góc nhìn hướng xử_lý khi muốn điều_chỉnh biểu_đồ ngày_sinh lồng_ghép biểu_đồ tên và ngày_sinh,2,0,1,0,0,0,0,0
Trong mùa dịch ai cũng khó_khăn là khách_hàng mình cũng rất thông_cảm với nhưng việc trì_hoãn giao hàng nhiều lần hứa_hẹn tới_lui từ 30 7 đến nay vẫn chưa giao thì thật_sự dịch_vụ của quá tệ cần xem_lại Nhìn sang các đơn_vị cung_cấp dịch_vụ khác như với cùng khó_khăn như nhưng họ vẫn xoay sở giao hàng cho khách với chấp_nhận được Cảm_thấy thật_sự thất_vọng vì đã luôn ủng_hộ đơn hàng thì đã trả tiền trước rồi nên bây_giờ huỷ cũng chả được đành ngồi đợi trong vô_vọng,0,0,0,0,0,0,2,2
bị rách 1 tí ở phần gáy bìa sách,0,0,2,0,0,0,0,0
Mình nhận được hàng sau 5 ngày sách mới nhưng đóng_gói không cẩn_thận nên có 1 vệt như trong hình cửa_hàng lần sau chú_ý khi đóng hàng nhé,0,0,1,0,2,0,0,0
Nội đứng sách thì không phải bàn vì đã là cuốn kinh_điển rồi Nhưng tôi đánh_giá vì rất thất_vọng về dịch_vụ giao hàng của gần đây Hộp đựng bị quăng_quật trời mưa cũng không che_chắn làm nước vào hỏng cả một phần sách,1,0,0,0,2,0,0,0
Giao hàng sớm hơn dự_kiến 1 ngày đóng_gói tạm được nhưng_mà sách xước nhiều quá nên em hơi thất_vọng,0,0,0,0,2,0,0,0
Giao muộn hơn dự_kiến Sản_phẩm tốt Mà mang về gói hàng như_vậy nên hơi bực chăm_sóc khách_hàng khá tệ,0,0,0,0,2,0,2,1
mình mua bộ 3 quyển này 2 lần rồi lần đầu thì hộp méo móp không có bọc luôn Như kiểu sách cũ ấy Lần 2 thì đóng_gói cẩn_thận còn bọc bóng các kiểu hộp đẹp,0,0,0,0,1,0,0,0
mặt sau có_vẻ hơi rách và bẩn xíu nhưng_mà sách chất_lượng tốt,0,0,1,0,0,0,0,0
Lúc bạn giao hàng tới mình không có nhà nên nhờ bạn mình xuống lấy dùm giá quyển sách là bạn mình đưa thì thối lại còn thiếu thì kêu bạn mình là mấy đồng lẻ bỏ đi và nhất_quyết không chịu đưa thêm nữa Mấy đồng lẻ mình không tiếc nhưng thái_độ bạn người giao hàng rất thô_lỗ vô_duyên Mong xem_lại thái_độ giao hàng của bạn người giao hàng này vì những lần trước các người giao hàng khác rất dễ_thương và nhiệt_tình,0,0,0,0,1,0,0,0
Hậu_mãi kém Quá kém Quá tệ,0,0,0,0,0,0,0,2
nhà_sách mà đóng_gói cẩu_thả quá gãy hết sách,0,0,0,0,2,0,0,0
Sách đẹp chưa học nên chưa biết sao tuy_nhiên người giao hàng giao hàng chậm,0,0,0,0,2,0,0,0
Giao hàng lâu 5 ngày mới đến Sách bị ướt không hài_lòng chút nào,0,0,0,0,2,0,0,0
Sách hơi cũ không được bọc như mấy cuốn khác,0,0,2,0,2,0,0,0
vì mới bắt_đầu học nên nhiều từ không biết phải vừa tra ra nên Mất nhiều thời_gian sách bị trầy sướt,0,0,2,0,0,0,0,0
gói hàng quá kém làm gãy sách,0,0,0,0,2,0,0,0
giao hàng nhanh Sách giấy ok Nhưng Nội_dung thì viết lan_man Viết linh_ta_linh_tinh về não bộ và trí_nhớ Mình đọc gần nửa quyển sách rồi mà chả thấy được cái nào Khuyên bạn nên xem trên hơn thay_vì mua quyển sách này Phí tiền phí thời_gian,2,0,1,0,1,0,0,2
Mua hàng nhiều năm rồi lần đầu_tiên gặp trường_hợp gói hàng như thế_này ạ gói không có 1 miếng xốp bên trong làm sách trầy khá là nhiều mình đọc sách và muốn sở_hữu và trân_trọng nên mình không thích sách mình có tí vấn_đề nào đâu ạ mong lần sau sẽ chú_ý hơn,0,0,0,0,2,0,0,0
Nếu muốn rèn_luyện tư_duy phản_biện như tựa đề thì cuốn sách này chưa đáp_ứng Ở các chương đầu giúp người đọc hiểu hơn về cơ_chế hoạt_động của não bộ từ đó giúp hiểu hơn về cách vận_hành của não và suy_nghĩ Đây là điểm sáng của cuốn sách Đoạn giữa nói về biện qua việc nêu tên và ví_dụ đoạn này thì bình_thường Đoạn sau nói về thuyết âm_mưu thì thấy hơi lê_thê Tóm_lại cuốn sách chưa_thể giúp giải_quyết vấn_đề một_cách có hệ_thống kỹ_năng ra quyết_định hiệu_quả hay nghệ_thuật đặt câu hỏi như bìa sách nêu ra,2,0,0,0,0,0,0,0
Về hình_thức thì sách sử_dụng giấy tốt chất_lượng in tốt Nhưng mình không đánh_giá cao về nội_dung quyển sách này Tựa sách nghe rất hấp_dẫn lúc mới đọc tựa sách mình nghĩ nó sẽ rất thiết_thực giúp mình có được tư_duy phản_biện để nhìn_nhận những vấn_đề trong cuộc_sống cũng như công_việc giúp mình có_thể đưa ra những quyết_định và lựa_chọn đúng_đắn Khi đọc rồi thì mình chỉ thấy chán cố đọc cho hết quyển sách chứ không hứng_thú Những chương đầu của quyển sách thì nói về cách mà não bộ đưa ra những suy_nghĩ cũng như những niềm tin Những chương sau thì nói về những biện những trò lừa tiếp_thị và thuyết âm_mưu Nên đọc đến cuối sách mình vẫn chưa thấy được nên làm gì để rèn_luyện tư_duy phản_biện,2,0,1,0,0,0,0,0
Vận_chuyển sách hay vận_chuyển một đống rác cho khách_hàng vậy Mình rất hay đặt mua sách trên vì tin_tưởng vào chất_lượng đóng_gói và giao hàng bên đây Bản_thân mình cũng không quan_trọng nhiều đến bìa cuốn sách ra sao nhưng mình xót sách vì nó không được bảo_vệ cẩn_thận cho đến khi mình được cầm vào nó Lần đầu_tiên mình đánh_giá 1 sao vì dịch_vụ đóng_gói vận_chuyển bên và cũng mong đây sẽ là lần cuối_cùng,0,0,0,0,2,0,0,0
Kì_vọng nhiều nên khi đọc khá thất_vọng vì sách nói nhiều về lí_thuyết cách não hoạt_động chứ không có bày kĩ_năng làm_sao để tư_duy phản_biện tốt lên Mình mới mua thêm cuốn Tư_Duy Sâu của Diệp_Tu rất thực_tế vừa hướng_dẫn cách tư_duy vừa có ví_dụ cụ_thể đọc rất cuốn,2,0,0,0,0,0,0,0
Sách ổn nhưng bên vận_chuyển làm cái hộp bên ngoài tơi_tả sách còn mới nhưng bị cấn góc nhìn thấy rất bực_mình,0,0,2,0,2,0,0,2
Đóng_gói quá sơ_sài tại_sao khách_hàng mua gói Vì họ muốn sách của họ nguyên_vẹn nhất có_thể,0,0,0,0,2,0,0,0
làm_ăn thiếu chuyên_nghiệp coi_thường khách_hàng Bản_thân giao nhầm cho tôi 1 đơn hàng giá_trị lớn hơn tôi hỗ_trợ đổi trả rất nhanh gọn nhưng nhân_viên bảo tôi hoàn tiền từ 3 5 ngày mà hiện_tại ngày thứ 9 rồi Từ ngày 14 07 đến 22 07 gọi từ số này gọi lại thì không được Tôi mua cả vài chục triệu tiền hàng nhưng vì có mà các anh làm_ăn khiến tôi bực_mình quá Nhận xong hàng là im ru ngay Lừa_đảo,0,0,0,2,0,0,2,2
Sách bị súc hết keo toàn_bộ sách,0,0,2,0,0,0,0,0
sách mới nhận về đã bị gấp nếp bìa làm mình rất thất_vọng đặt 3 quyển của thì đến 2 quyển bìa bị xước bìa còn quyển này bìa còn bị gấp gãy trước đó,0,0,2,0,0,0,0,0
Cuốn sách dở tệ về nội_dung riêng về dẫn_chứng theo lối thiên tả là khó chấp_nhận cho người làm khoa_học chưa kể phần các lỗi biện sơ_sài Tác_giả là nhà_khoa_học máy_tính nhưng tư_duy kém Rút kinh_nghiệm phải đọc đầy_đủ trước khi mua,2,2,0,0,0,0,0,0
Giao hàng nhanh nhưng bìa khi giao bị dơ và trông cũ lắm một_vài trang còn có bị quẹt bút_chì không có,0,0,2,0,1,0,0,0
Sách bị in ngược Không đổi trả được Mua sách bị lỗi nhưng không đổi trả được Nhờ coi lại,0,0,2,0,0,0,2,0
bìa sách bị trầy_xước quyển này mình mua để tặng tiếc quá,0,0,2,0,0,0,0,0
Nói_gì_thì nói cuốn này là trùm cuối của các thể_loại sách dạy cách nịnh_bợ người khác,2,0,0,0,0,0,0,0
Sách có nhiều vết trầy bìa bị gãy ở mặt trước thực_sự giống hàng,0,0,2,0,0,0,0,0
Mua nhiều rồi biết cách đóng_gói sơ_sài nhưng_mà lần này thất_vọng nhé nhìn sách nó cong mà đau,0,0,0,0,2,0,0,0
Đối_với tôi nhiêu đây là chưa đủ chưa thoả_mãn nhà_văn chỉ đang nhặt lượm và kết_nối chứ chưa thật_sự phân_tích sâu_sắc,0,0,0,0,0,0,0,2
Sách không có bọc ngoài hơi dơ có chỗ hơi móp,0,0,2,0,0,0,0,0
Giấy xấu dấu cắt thì nham_nhở,0,0,2,0,0,0,0,0
cửa_hàng giao đơn hàng không có bọc chống sốc hư mất đầu_sách của mình,0,0,0,0,2,0,0,0
Đặt sách mới giao sách cũ chỉ có ở mại,0,0,0,0,2,0,0,0
Đóng_gói không tốt cho sau cải_thiện,0,0,0,0,2,0,0,0
sách đóng_gói cẩu_thả không có chống sốc còn bị dơ khá nhiều,0,0,2,0,2,0,0,0
cuốn này đã có người đọc rồi,0,0,2,0,0,0,0,0
chất_lượng sách kém nhẹ_tênh,0,0,2,0,0,0,0,0
Như sách lậu cũ và bẩn không chấp_nhận được,0,0,2,0,0,0,0,0
giao đến_nơi thì cai niêm_phong rách tả_tơi giao hàng chỉ có nguyên 1 quyển sách với thùng bìa rách_nát không có gì bao_bọc giao đến_nơi thì cái thùng thủng 1 lỗ sách lòi ra rồi không hiểu làm_ăn kiểu gì,0,0,2,0,2,0,0,0
mình đặt sách tái_bản năm 2022 nhương cửa_hàng lại giao tái_bản năm 2020,0,0,0,0,2,0,0,0
Giao hàng nhanh nhưng có vài trang sách bị dính lại với nhau ạ,0,0,2,0,1,0,0,0
Mình mới nhận sách chưa đọc nên không không bình về nội_dung nhưng thấy đánh_giá rất nhiều nên mình khá mong_đợi Điều làm mình hơi sót và hơi thất_vọng là về sách nhận được Không biết lỗi do bên cửa_hàng hay vận_chuyển mà sách mình nhận bị rách ở gáy mà_còn cả phần trong sách chứ không_chỉ bìa ngoài Nhìn rất sót,3,0,0,0,2,0,0,0
là một cuốn sách cực hay về giấc_ngủ Nhưng bản dịch tiếng Việt lại quá tệ_hại Giống như bỏ nguyên câu tiếng anh lên để dịch Đọc bản Tiếng Việt làm mình quá bức_bối vì thật_sự không hiểu ý tác_giả muốn nói gì Khi chuyển qua Tiếng Anh thì dễ hiểu hơn hẳn Không khuyến_cáo mua bản tiếng Việt này mặc_dù mình xin nhấn_mạnh sách là một cuốn sách cực hay 3 sao vì bản_gốc vẫn đáng để đọc,1,2,0,0,0,0,0,3
Không hài_lòng với bản dịch này Nhiều đoạn dịch dài_dòng khó hiểu thậm_chí đọc đi đọc lại vẫn không hiểu nói gì Mình nghĩ những thiều thú_vị của quyển sách bị mất đi rất nhiều do quá_trình chuyển_ngữ Nếu bạn_đọc tốt tiếng Anh thì nên mua hẳn bản_gốc thay_vì bản dịch này,0,2,0,0,0,0,0,0
Sách thì hay rồi giao hàng nhanh mà không là sạch bị móp bên hông trước khi vận_chuyển hay trong quá_trình vận_chuyển mới bị Thấy đóng_gói chắc_chắn lắm dày lắm đau_lòng quá_chừng,1,0,0,0,1,0,0,0
sách nhận được hơn 1 tuần mới lôi ra đọc thì thấy có 10 trang_bị in lỗi như này nên không_thể đọc được đề_nghị được đổi sách nội_dung hay và hữu_ích tuy_nhiên khá bực về chất_lượng sách,1,0,2,0,0,0,0,0
Sách in bị lỗi Nội_dung sách hay bổ_ích nhưng phần dịch_thuật hơi khó hiểu Mình nghĩ nên làm_việc lại nhà_xuất_bản Hải_Đăng để cải_thiện chất_lượng sách,1,2,2,0,0,0,0,0
Giao hàng trễ 5 ngày mà không có ai liên_hệ hẹn giao trễ Sách giao tới mình chỉ kiểm_tra bên ngoài đến lúc đọc xong mở ra thấy sách bị lỗi như hình,0,0,0,0,2,0,0,0
được phết chưa đọc nhưng_mà nghe nói hay,0,0,0,0,0,0,0,1
Có_lẽ lần sau khi chọn mua sách tôi sẽ loại_trừ những đầu_sách có 2 dịch_giả này tham_gia,0,2,0,0,0,0,0,0
Nội_dung sách đa_phần là về các nghiên_cứu đọc hơi dong dài cách dịch đọc khá khó hiểu,0,0,2,0,0,0,0,0
Sách hơi khó hiểu Nhiều kiến_thức chuyên_môn,2,0,0,0,0,0,0,0
sách có 2 bìa không biết là lỗi hay tính_năng nữa,0,0,0,0,0,0,0,3
Sách bị bẩn khi mới mua về,0,0,2,0,0,0,0,0
Sách rất tốt ạ xin cảm_ơn,0,0,1,0,0,0,0,0
Mình vừa nhận sách chiều nay mở ra thì thấy phía trên cùng bị lẹm hẳn một góc nhìn rất xót Đề_nghị chú_ý kiểm_tra trước khi giao hàng,0,0,2,0,0,0,0,0
sách giao nhanh nội_dung dịch chưa tốt khó đọc,0,2,0,0,1,0,0,0
Đóng_gói không niêm_phong nên sách trầy mẹ rồi còn bị cong sách ở góc to vãi luồn nữa chống sốc không biết là có hay không thấy mỗi tờ giấy để làm gì cũng đéo biết phần dấu trang thì trầy hay xước mẹ rồi nhìn bực_mình đéo chịu được nói_chung là không nên mua,0,0,2,0,2,0,0,2
