Review,Content-related,Author,Quality and Appearance,Manufacture and Distribution,Packaging and Delivery,Price and Preference,Customer Service,Overall Experience
Sacha Hấp dẫn. Cùng tác giả Năng đoạn kim cương. Giành cho tất cả mọi người,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tốt nha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Bản màu đẹp, bao bì đóng gói cẩn thận, rất tốt Tiki ơi :)",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Đã nghe sách nói xong mới mua bản sách giấy. Cực kỳ yêu thích. Giao nhanh. Cám ơn nhà sách và Tiki 🤝☘️,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Sách hay! đang đọc khá hấp dẫn ...
Chất lượng sách tốt, đẹp",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Giao hàng nhanh, anh shipper khá nhiệt tình.
Tiếc là không có bao ni lông bọc ngoài sách nên có vài chỗ ở bìa bị rách, tuy không nhiều lắm nhưng với tính kĩ lưỡng như mình thì ko hài lòng cho lắm, mong Tiki sẽ cẩn thận hơn ở khoảng này.",0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
Giao hàng nhanh. Sách hơi bị cong góc 1 xí thui. Nội dung thì ko ứng dụng cho speaking dc thực tế cho lắm. Nói chung tạm thui,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
"đã tặng sách còn chơi kiểu ebook tải app về , rất khó sử dụng , mình sành công nghệnmaf phải ngồi mò cả tiếng mới ra , đã thế tải load hoài ko dc, bực bội thêm , mạng chơi pubg ầm ầm mà phần mềm mcbook đó báo không có kết nối, cứ bấm tải sách ebook đó về lại ko tải được, mua bực vào mình, nội dung sách cũng bình thường chỉ là diễn giải bằng sơ đồ tư duy thôi, khuyen ai mua nên cân nhắc , giờ trên app thể loại mind map này đầy ,lỡ mua rồi nên ko đành trả mất time. được cái giao hàng nhanh nên cho thêm 1 sao tiki, chứ sách chưa ok.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bìa quảng cáo gây nhầm lẫn. Tôi muốn mua tập 3 nhưng vào đặt hàng lại thành tập 1 đã có những 2 cuốn rồi.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Sách thì mình tìm hiểu đọc rất có ích mà khi giao thì thùng gói sách bị móp méo rồi giấy rách, sách có vài quyển bị móp cái lề may là sách không sao",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Yêu từ xem phim đến đọc truyện. Có những câu thoại trong tác phẩm phải nói là đi vào lòng người vì vừa mang tính châm biếm hài hước, lại vừa mang ý nghĩa sâu xa về ranh giới thiện và ác...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Giao hàng đúng như hình,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Đóng gói không cẩn thận, móp méo góc",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mình khá kì vọng vào bìa sách này nhưng sách nhận về bị trầy ngay giữa bìa, kèm theo mấy đường xước nữa dù là sách mới 🥲. Nhìn ko trọn vẹn và rất là xót luôn í",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
"tiki à, với những sách có cái bọc nilon bên ngoài các bạn có thể quăng cái bọc đi và bọc bookcare vào được không? hỏng ấy các bạn cứ việc quăng bìa plastic đúng kích thước vào kiện hàng, tự mình bao?
mình thật sự hơi bất lực với việc nhận được các cách không có bookcare đó.
bây giờ liệu có cách nào để mình mua được những bìa có kích cỡ cần thiết không?
về sản phẩm thì rất ổn, nội dung có hơi khác dự kiến, nhưng vẫn hay.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mình không chỉ đọc mà còn có sở thích sưu tầm sách. Chính vì vậy mình mong những quyển sách nhận được nó là đẹp nhất chứ không phải rách và toàn vết dao nham nhở ở gáy sách như này. Trước giờ mình đặt sách ở đây có bao giờ tồi như này đâu mà sao giờ đây chán vậy. Đặt cả bộ 3 quyển mà không có quyển nào lành lặn cả.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
sản phẩm bị đổ nước vào mà vẫn giao cho khách,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Nội dung sách thì ổn không có gì để chê,mình nghĩ nó kiểu tổng hợp 2 cuốn 25 chuyên đề thôi, mấy bạn mất gốc mua cuốn giải thích ngữ pháp sẽ tốt hơn. Nhưng tiki làm ăn quá chán giao nhầm đơn của em để sách lăn lộn từ tay người này qua tay người kia, bạn nhận nhầm đơn tên không phải của bạn ấy mà không hiểu sao có thể mở khui ra tanh bành làm dấy bẩn không có ý thức tí nào, tiki thì không đổi lại sách mới, thực sự là để sách của mình bị vậy cọc lắm ạ, đặt để học mà hơn 1 tuần mới đổi lại được. Chưa bao giờ mua đồ mà cọc vậy luôn á :). nhưng vì sách hay nên cho 4sao",1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Đóng gói cẩn thận, chất lượng tốt",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Đóng gói cẩn thận, chất lượng giấy in dày tốt. Nội dung cuốn sách nói về cách làm giàu của người Babylon, thông tin hữu ích thực tế và đáng đọc ☺️☺️",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"vừa nhận sách xong nhưng mở ra sách bị quăng góc, mép sách, bị dính bẩn vàng. Lần đầu tiên nhận sách từ tiki bị vậy nên hơi buồn...",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
"Sản phẩm rất tốt, sẽ mua nữa khi có nhu cầu",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tại sao tôi mua bảng bình thường mà giao cho tôi cuốn nhỏ xíu vậy....là sao,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Cực kỳ hài lòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mình nhận được sách 21/02/2022. Shop kiểm tra lại giúp mình có ship nhầm sách cũ cho mình ko vậy?,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Nhận sách quá thất vọng .Sách Ship đến nhàu nát ,bẩn thỉu , cũ.Đề nghị  đổi trả,bán hàng có lương tâm và trách nhiệm với số tiền khách trả ,",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
"Mình còn bookcare, đã đánh dấu vào là dùng bookcare nhưng khi giao đến không hề có. Không có bookcare thì thôi mà quyển sách để trọi lỏi trong cái hộp, không có bao ni lông bảo vệ, làm mép sách bị hư. :)",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Sản phẩm tốt, giấy chất lượng, nội dung hịn, rất đáng tiền",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"ÁM ẢNH TỪ KIẾP TRƯỚC

Sau khi đọc hai bộ “muôn kiếp nhân sinh” bản thân tôi cảm thấy vô cùng hứng thú với chủ đề tâm linh.

Đây là cuốn sách ghi lại quá trình trị liệu tâm lý cho một nữ khách hàng của TS. Brian Weiss, một nhà tâm lý trị liệu có học vị cao và có niềm tin tuyệt đối vào khoa học. 

Ông đã đi hết từ bất ngờ này đến bất ngờ khác thông qua những trải nghiệm hồi kiếp của nữ khách hàng, người đã truyền đạt lại cho chính ông những thông tin về sự tồn tại của thế giới tâm linh, khiến niềm tin xây dựng cả cuộc đời của ông vào nền khoa học hiện đại bị lay chuyển.

Trong trạng thái thôi miên hồi kiếp, nữ khách hàng kia đã được “Bậc thầy” truyền đạt những bí mật sâu kín của tác giả khiến ông vô cùng kinh ngạc! Từ đó ông quyết định ghi âm lại toàn bộ quá trình trị triệu và viết thành một cuốn sách để thật nhiều người biết đến những quy luật của vũ trụ, dù việc xuất bản này có thể ảnh hưởng đến toàn bộ sự nghiệp của ông vì theo khoa học hiện đại, những trải nghiệm này là phản khoa học!

Cuốn sách là ghi chép của những buổi trị liệu, hồi tưởng lại những kiếp sống của nữ bệnh nhân và không hề có yếu tố huyền bí trong các kiếp sống đó. Nó giản dị, gần gũi và thực tế, dù đôi lúc bạn có thể cảm thấy hẫng hụt, thiếu sự mạch lạc qua các cuộc hội thoại ngắn ngủi của nữ bệnh nhân với tác giả.

Rất nhiều những con người xuất chúng đã lên tiếng về chủ đề tâm linh, về những quy luật của tự nhiên. Họ sinh ra tại những châu lục khác nhau, sống tại những thời điểm khác nhau nhưng tất cả những trái nghiệm, kiến thức truyền đạt lại cho nhân loại hoàn toàn trùng khớp!

Đây mà một chủ đề hoàn toàn nghiêm túc và chúng ta nên tìm hiểu càng sớm càng tốt. Bởi nó không chỉ giúp mỗi cá nhân sống hạnh phúc mà còn góp phần giúp cho nhân loại thoát khỏi thiên tai, dịch bệnh, những hậu quả do chính con người gây ra và đang phải nhận lấy báo ứng.",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sách in tốt và đẹp nhé mọi người.  chất lượng tốt và giá cả hợp lý.,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
sách cũ đến độ giấy bị ố vàng cả lên.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Mình đã nhận được hàng. Giấy dày. In hoá đơn rất xịn ạ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chưa bàn đến nội dung nma sách đến tay mình bị như này cộng với đóng gói cực kì sơ sài nên mình cho 3 sao thoi 😞,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Về dịch vụ giao hàng thì vô cùng hài lòng
Nhưng mà FIRST NEWS đóng sách nhìn chán quá. Chỉ sợ đọc nhiều lần thì phải ráp từng tờ lại mà đọc 
Nội dung sách rất hay. Nói về cách thức hoạt động của một năng lực phi thường bên trong bạn. Bạn có thể thoát khỏi mọi khổ đau và đạt được những gì bạn muốn. Quyển này rất đáng đọc",1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
Sách quá hay luôn nhé 😍😍😍😍,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giao đúng hẹn bọc cẩn thận,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Nội đứng sách thì ko phải bàn vì đã là cuốn kinh điển rồi. Nhưng tôi vote 1sao vì rất thất vọng về dịch vụ giao hàng của Tiki gần đây. Hộp đựng bị quăng quật, trời mưa cũng ko che chắn làm nước vào hỏng cả một phần sách.",1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Có ưu điểm là giao hàng đúng hạn, nhưng có lẽ do quá trình vận chuyển nên hộp đựng bị lõm vào. vừa cầm sách lên là tay mình bị dính cả đống bụi, kèm theo vài chỗ bị dính bẩn trên bìa nhưng cạy ko ra (khá đau lòng). Chắc vì hộp đựng hơi nhỏ nên bìa sách bị chầy xước đôi chỗ, mép sách bị rách và cong như trong hình. Mặc dù có thể thông cảm được, nhưng lần này hơi thất vọng vì mình đã mong đợi sẽ có trong tay 1 cuốn sách mới tinh.",0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
Sách giá rẻ nhưng vẫn là hàng mới. Xứng đáng 5s,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Giao hàng trễ 5 ngày mà ko có ai liên hệ hẹn giao trễ. Sách giao tới mình chỉ kiểm tra bên ngoài, đến lúc đọc xong mở ra thấy sách bị lỗi như hình.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Sách hay, giao hàng nhanh, nhà sách Fahasa đóng gói kỹ, bọc bao chống sốc rất tốt, đây là lần mua sách được đóng gói tốt nhất từ trước đến nay mình mua",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Sách rất hay, như một cẩm nang dẫn đường dành cho thế hệ trẻ, đúc kết từ một người thành công, tràn đầy kinh nghiệm, hết mình vì cộng đồng như thầy Phan Văn Trường. Đọc xong cái đầu mở toang và tự tin bước tiếp trong cuộc sống",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"tuy giao sớm mà sp móp méo bom, bọc giấy khá mềm mắc mưa là coi như bỏ luôn. dù lỗi nhỏ nhưng mình là ng tỉ mỉ nên không hài lòng cho lắm",0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
"Giao hàng nhanh, đóng gói cẩn thận, sách đọc khá hay, dễ hiểu. Ưngg",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Mình thích cuốn này lâu lắm rùi í, cứ đợi Nhã Nam sale mà cứ hụt mất (vì lúc muốn mua thì chưa sale nhiều, lúc sale nhiều thì mấy cuốn khác mình thích lại sale nhiều hơn). Nhưng hiện tại, Nhã Nam bắt đầu sale 40-60% các loại sách, ko còn 35% như năm ngoái nữa, tuy vậy cuốn này chỉ sale 35% thui, mình mua vì ko muốn chờ nữa, một phần vì có mã giảm 100k và có nhiều xu trong tài khoản nên chốt đơn liền. Hiện giờ có rất nhiều người mua cuốn này vì chiến sự căng thẳng giữa Nga và Ukraine, mình ko biết có liên quan gì đến chuyện đó nhưng mình mua vì thật sự thích, thật sự bị thu hút với cái tên sách và những lời review từ bạn bè. Sách giao nhanh ^^ ship giảm nên chọn giao trong ngày vẫn dc freeship 
Sách nguyên vẹn, đẹp, nhỏ gọn hơn tưởng tượng",1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
"Sách không hay, không phù hợp với mọi lĩnh vực",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mình vừa đọc xong quyển sách ngày hôm nay và chỉ muốn chia sẻ cảm nhận của mình ngay.

Câu chuyện trong sách khiến mình trải qua ko biết bao nhiêu là cảm xúc: hết những trận cười vì những điều dí dỏm hài hước, lại khóc thút thít vì cảm động trước những hành động, lời nói của các nhân vật trong truyện. 
Mình thật sự ngưỡng mộ tài năng kể chuyện của bác NNA, đọc truyện bạn sẽ thấy, bác NNA sẽ đưa người đọc đi hết bất ngờ này đến bất ngờ khác. 
Quả thật nội dung của truyện mang đầy tính nhân văn và phù hợp với cả người lớn lẫn trẻ con. 
Mỗi người chúng ta nên đọc 1 lần trong đời để ""tâm hồn tôi đẹp dần lên mỗi ngày"" và để biết yêu thương nhiều hơn. 
* Về hình thức: Đẹp xuất sắc luôn! 
- Giấy màu vàng, mịn và rất lán, sờ rất thích;
- Giấy mỏng như các cuốn sách bìa mềm khác của NXB Trẻ, giấy ko dày như cuốn Đảo mộng mơ bìa cứng; 
- Khổ 13-20, ko lớn như Đảo mộng mơ, nhưng vì là bản đặc biệt và có giới hạn, chỉ in 20.000 cuốn và ko in nữa nên rất giá trị và đắc hơn Đảo mộng mơ;",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mình mua sách về đề xuất bán trên Tiki, sau đó mình nghe ngài TT Chân Quang nói về sách vị này không tốt vì nó bẻ hướng con người. Sau khi mở seal sách đọc phần cánh bìa thì chắc có lẽ TT nói đúng",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi đã cố gắng để đọc một nữa cuốn sách nhưng tôi biết đó là điều không thể.

một cuốn sách buồn cười đúng cái nghĩa của nó. Chẳng có gì thú vị ngoài những điều vụn vặt xoay quanh cuộc sống của một cô gái trẻ con thích ăn, thích ngủ, không biết có sự đặc biệt nào ở đây ngoài những ngờ vực, than thở, thích nghĩ về mình nhiều hơn và chỉ quẩn quanh cái điện thoại với vài cái ứng dụng mxh nào đó.

Lối văn không đặc sắc, không một lời giới thiệu, không một lời kết, từ đầu đến nữa sách tôi không thể nuốt trôi được điều gì háo hức hoặc có một thái độ tích cực hơn

Nếu có thể nói, tôi nghĩ là mình đã lãng phí nữa giờ cuộc đời mình và đúng ra tôi đã có thể có một quyển khác đáng để xem hơn.

tiki chuyến này tệ lắm !",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đầu tiên là đơn đặt sách lần này mình sử dụng dịch vụ TikiNow nên cũng giao khá nhanh, tuy giao nhanh nhưng tác nghiệp đóng gói sách rất tốt, cẩn thận, chu đáo. 
Thêm hôm nay có khung giờ săn sale được giảm hơn 35% nên cũng coi là thiên thời, địa lợi, nhân hoà và pha thêm một chút may mắn =)))))))
Sẽ ủng hộ Tiki lâu dài ❤️",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"Sách mới thơm nức mùi. Nhận hàng trong sung sướng các bác ạ, tiki giao hàng nhanh, quà tặng post card dễ thương. Truyện của NNA thì hay khỏi nói rồi",0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
It's only for good student want to be excellent. Hard to understand.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"cái nhìn đầu tiên là chất lượng giấy kém, mình mua của First New tệ hại",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách viết theo kiểu tự truyện đọc rất cuốn, là một Phật tử quy y Phật đã tin vào nhân quả. Nay đọc cuốn này xong càng tin và thấm hơn. Cuộc sống biết đủ là hạnh phúc, cuộc sống vốn ngắn ngủi nên cứ sống hết mình và làm nhiều điều có ích cho xã hội và cuộc sống! Thân gửi",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ngày 16 tháng 3 năm 2022
Mình đọc xong cuốn sách này và đưa ra các nhận xét sau:
-Về ngoại hình thì sách được làm tốt nhưng chất lượng giấy hơi kém
-Về nội dung,mình sẽ đưa ra ý kiến riêng của mình về nó:
+Đầy đủ cá ý chính trong làm giàu
+Đưa ra nhiều hình ảnh trừu tượng và có các ví dụ cụ thể để nhận ra
+Cuốn sách lôi cuốn hấp dẫn
-Và phần mình học được từ cuốn sách này:
+Khát vọng làm giàu,trên con đường đó chỉ có đi và không có về
+Niềm tin là mình đạt được dù có khó khăn gian nan đến mấy,dù có khó khăn đến mấy cũng tin mình có thể vượt qua
+Có kế hoạch cụ thể về tương lai,đặt mục tiêu rõ ràng và cụ thể thì càng bốc càng tốt để có ý chí theo đuổi đến cùng
+Có kiến thức chuyên môn vững vàng để biến nó thành hành động và có thêm trí tưởng tượng thì đó cũng là một mấu chốt quan trọng của thành công
+Có tính quyết đoán nhanh và thay đổi chậm
 +Nghe và quan sát,nói ít và đó là sự thông thái đích thực
+Lòng kiên trì theo đuổi ước mơ,tâm trí kiên cường không bị ảnh hường mọi thứ tiêu cực xung quanh
+Nhìn ra các thói quen xấu và tự nhận thức và sữa chữa
=>Sau kho đọc xong thì đó là kết quả của mình,các phần khác hơi trừu tượng khó hiểu nên mình vẫn chưa nhận ra bản chất của nó,đây là lần đầu tiên mình đọc và tương lai gần mình sẽ đọc lại lần nữa để tiếp thu các kinh nghiệm của tác giả một cách trọn vẹn nhất.Đến đây mình xin kết thúc đoạn đánh giá và mong nó sẽ giúp mọi người thành công trong sự nghiệp",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cuốn sách đỉnh của đỉnh cho các bạn học chuyên Anh nha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Rất phù hợp với người dưới 5.0 ielts và đang tự ôn tập. Sách có hướng dẫn lộ trình trong 4 tuần, cụ thể theo ngày, lại song ngữ, dễ hiểu, khiến việc học dễ dàng, ko áp lực. 5 sao❤️",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trên ảnh bìa màu vàng và to sao shop giao cho e cuốn màu đen và nhỏ thế ạ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Sáhc mới và nguyên vẹn nhưng giao hàng trễ,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Mua đúng quyển sách viết theo cách mà mình ghét nhất - sách self-help tác giả Trung Quốc 
Trời ơi!!! Sao đọc 10 cuốn như 1 vậy 
Thật sự lối hành văn của các tg TQ về sách self-help nó một màu như vậy ư? 

Từng chương nhỏ tách lẻ - mở đầu bằng vài câu dạy đời - dẫn chứng bằng các nhân vật theo bảng chữ cái ABCXYZ/ anh họ/ bạn thân/…. - đúc kết lại tiếp bằng những câu từ giáo huấn vừa đánh vừa xoa, sặc mùi giả dối.
Đâu ra mà lắm người quen, người thân thành công trong cuộc sống thế ???? 

Nhưng vì quá tiếc tiền mình sẽ đọc hết quyển sách ( I’ll try ) :((((",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hàng nhanh truyện nguyên seal chưa bóc, 5 sao cho nhà sách",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Sách bám bụi tùm lum, dính bẩn, có mùi, vận chuyển rách hết cả hộp đựng. Sách nhìn rất là cũ, không có màng seal. Nội dung sách thì không cần bàn cãi nữa, nhưng hơi thất vọng về cuốn sách được nhận:)))",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Mình chưa đọc nhưng tổng quan nhìn rất đẹp, được in trên giấy cứng dày có cả màu rất nịnh mắt. Mua được dịp giảm giá, ship rất thân thiện và giao hàng nhanh chóng. Cảm ơn Tiki! =))) (ảnh mình lấy trên mạng)",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
sách bị rách bọc hành thiếu chuyên nghiệp k có chống sốc sách j hết p,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Sách bị cũ và nhàu lát, chả hiểu sao lại ship tới cho khách hàng",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"giao hàng quá lâu, đặt hàng hơn 1 tháng mới nhận được",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"mình đặt bản đb, và thanh toán với giá bản đb nhưng lại nhận hàng là bản thường 
giao hàng thì rất chậm, khoảng 3 tuần mình mới nhận hàng.  
mình nhờ bạn nhận hộ nên đến hôm nay mới xem hàng và đánh giá được. 
rất thật vọng về đơn hàng này 
mua bản đb vì phụ kiện nhưng giờ kh có gì hết :(((",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tiki now giao hàng siêu nhanh. Sách mới cứng, nội dung sẽ đánh giá sau.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"từ trước giờ em vẫn mua và rất hài lòng tiki, nhưng hôm nay sách về bị bẩn màu đen và bìa hơi cũ?. hình như giao hàng rất nhanh, cách phục vụ tiki hồi h vẫn vậy em rất thích, nhưng hôm nay e hơi buồn vì sản phẩm ni",0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
"Đóng gói đẹp, giao hàng nhanh",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Nhìn rất đẹp, mua để tặng nên chưa mở ra xem sách nhưng thấy rất ok",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lại in thiếu trang! Lần trước mua cuốn khác của NXB Trẻ cũng thế,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"mình đặt mua năm quyển trong đó có 2 quyển k dc bọc hic nhưng may vẫn k sao. quyển này dc bọc nhưng lại bị rạch ra ở đầu từ trc tới lúc ship về nhà mình thì bị bẩn 1 chút nhưng cũng k quá ảnh hưởng tới chất lượng sách. chỉ hơi bùn tí xíu. mình mới đọc dc khoảng 1/3 và thấy khá hay, tuy đa số là lý thuyết có vẻ sẽ hơi khô khan với nhiều bạn, nhưng rất rcm cho bạn nào thích nghiên cứu và tìm hiểu về tâm lý học nha.",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách bị bẩn, móp méo. Đã mua rất nhiều sách của Tiki bị tình trạng trên",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách in siêu đẹp, bọc kĩ càng, giao nhanh ạ!",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Mua về mục đích healing. Rất nhẹ nhàng, cuti, thấy mình trong nữ chính, iu sách và mơ mộng. Không có tình tiết giật gân nhưng có những đoạn bất ngờ, vừa nên thơ vừa thực tế. Rất thích. Mỗi tội đọc nhanh quá. Nghĩ nửa tháng mà đọc trong nửa giờ hé hé",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nhanh xuất sắc, đặt sáng mà chiều đã giao rồi",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Sách đẹp chất lượng, nên mua.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Đây là một tác phẩm hay và đáng để đọc và suy ngẫm. Bề nổi của câu chuyện không nói lên được hết vấn đề. Một tác phẩm cần có sự chiêm nghiệm rõ ràng và thấu đáo. Sản phẩm giao đến tay được nguyên vẹn. Bìa ngoài là một lớp giấy có cảm giác nhung mịn, khá thích tay, nhưng dễ bám bụi",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Nội dung sách không phù hợp!

Hẳn là một cuốn sách nguy hiểm, tác giả là một nhà ngoại cảm và không tìm thấy thông tin về các chứng chỉ y học của tác giả. Nên cân nhắc trước khi mua và tham khảo thông tin từ sách.

Các lời khuyên về y học sẽ thật bổ ích nếu nó đến từ phía các bác sĩ uy tín nhỉ?",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sách đẹp lắm lắm lắm lắmmmmm shop gói hàng cẩn thận nè, còn về nội dung sách thì không có gì để chê rồiiiiiiii giao đúng với dự kiến luôn huhu mình cứ tưởng sẽ phải lấy hàng sau tết cơ máy quá hihi mãi ủng hộ shop",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Sách rất mới, đóng hàng cẩn thận nên sách ko hề bị gãy. Giấy sách in cũng rất đẹp",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Kiến thức bổ ích, bìa đẹp dày dặn, thích hợp với người mới tìm hiểu về chiêm tinh học, săn sale giá tốt, tiki đóng gói cẩn thận giao hàng nhanh",1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Sách dịch chán dã man. Lủng cà lủng củng. Hời hợt cẩu thả. Cứ như google translate. Nói chung ko nên mua,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
"Mong tiki xem xét lại đối tác vận chuyển. Đây là lần thứ 3 mình gặp vấn đề với bên vận chuyển rồi. Trước giờ mình vẫn luôn ủng hộ mua hàng trên tiki nhưng khoảng vài tháng gần đây cả thái độ giải quyết vấn đề của nhân viên tiki và bên vận chuyển đều ngày càng đi xuống.
Sách mình chưa đọc nên chưa thể review.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Cuốn sách này thực sự có quá nhiều cá nhân của tác giả, bạn cũng cần cẩn thận với các phương pháp được đề cập trong đây, vốn được nêu ra rất thiển cận, thiếu phân tích sát sao những mặt gây hại cho người khác.

Tiki lần này chuyển sách bị móp méo góc một chút",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách có nếp gấp, bị bung khi vừa mới đọc đươc vài trang 😢",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"bộ sách này tuyệt đẹp. đúng tầm sách cao cấp phủ vàng. mình may mắn mua được giá 2tr, ben trong mình họa màu, vùa đủ để thấy cao cấp thế nào. mình mua cả bộ 3 quyển. và cầm nó rồi, hết muốn mua sách loại khác 😊",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Theo mình thì bạn biết ít biết nhiều về cách vẽ rồi thì xem quyển này chắc là dễ hiểu dễ thích hơn, còn không biết gì thì hơi khó có thể làm biếng xem. Nhưng mà với 1 quyển sách dạy vẽ 100k mà nội dung cơ bản cũng đầy đủ là mình thấy oke đó, nên mua về xem thử",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Bìa đẹp sờ siêu thích luôn, cuốn này chắc cũng nổi và được nhiều người thích nên mình không có gì bàn",0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
"Bọc và bao bì rất tốt.không làm nhăn ,rách sách.Hàng này chất lượng cao.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ship nhanh. Giao sau 1 ngày. Đợi chờ khui hộp bị bóp góc :(((((. Tuột mood,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
